Serial no,R,G,B
MQL720,85,85,77
MQL720,143,143,133
MQL720,85,85,75
MQL720,91,93,82
MQL720,83,83,73
MQL720,83,83,73
MQL720,103,103,95
MQL720,89,90,82
MQL720,87,87,77
MQL720,97,96,92
MQL720,83,83,75
MQL720,104,104,96
MQL720,104,103,98
MQL720,72,69,62
MQL720,87,88,80
MQL720,91,90,85
MQL720,99,96,89
MQL720,81,78,69
MQL720,85,85,77
MQL720,87,88,80
MQL720,89,89,81
MQL720,77,77,67
MQL720,87,87,77
MQL720,92,92,84
MQL720,94,94,84
MQL720,67,65,53
MQL720,88,87,82
MQL720,92,92,82
MQL720,93,93,85
MQL720,107,105,93
MQL720,99,100,94
MQL720,155,155,143
MQL720,81,81,73
MQL720,78,80,69
MQL720,83,83,75
MQL720,89,89,79
MQL720,86,87,79
MQL720,76,77,69
MQL720,67,67,59
MQL720,80,80,72
MQL720,86,86,76
MQL720,96,96,88
MQL720,89,90,84
MQL720,86,86,78
MQL720,55,55,47
MQL720,101,98,89
MQL720,97,97,89
MQL720,86,86,76
MQL720,92,93,85
MQL720,89,89,81
MQL720,105,105,97
MQL720,95,96,88
MQL720,95,95,85
MQL720,76,78,67
MQL720,84,84,76
MQL720,95,97,86
MQL720,100,100,90
MQL720,79,79,69
MQL720,93,90,81
MQL720,71,71,61
MQL720,69,69,61
MQL720,94,94,86
MQL720,89,90,82
MQL720,79,79,71
MQL720,86,87,79
MQL720,85,85,77
MQL720,94,94,86
MQL720,94,94,84
MQL720,89,90,82
MQL720,84,84,76
MQL720,91,91,79
MQL720,89,91,80
MQL720,87,87,79
MQL720,92,92,84
MQL720,81,81,71
MQL720,90,90,82
MQL720,89,89,79
MQL720,97,97,87
MQL720,86,86,76
MQL720,105,105,97
MQL720,94,94,86
MQL720,79,79,71
MQL720,61,61,53
MQL720,89,89,79
MQL720,107,107,97
MQL720,86,88,77
MQL720,84,84,74
MQL720,94,94,86
MQL720,95,95,87
MQL720,98,98,90
MQL720,89,90,82
MQL720,108,104,95
MQL720,91,91,83
MQL720,92,92,84
MQL720,101,101,93
MQL720,89,88,83
MQL720,84,84,76
MQL720,90,91,83
MQL720,88,88,78
MQL720,103,105,94
MQL720,88,88,80
MQL720,91,91,83
MQL720,71,71,61
MQL720,93,93,85
MQL720,102,103,95
MQL720,87,87,79
MQL720,89,89,79
MQL720,91,91,83
MQL720,85,86,80
MQL720,79,80,72
MQL720,77,79,68
MQL720,93,93,83
MQL720,85,87,76
MQL720,91,91,81
MQL720,76,76,66
MQL720,93,94,86
MQL720,78,78,68
MQL720,92,93,85
MQL720,165,161,150
MQL720,58,58,48
MQL720,95,95,87
MQL720,80,82,71
MQL720,83,83,75
MQL720,97,97,89
MQL720,92,92,82
MQL720,136,137,129
MQL720,84,85,77
MQL720,92,92,82
MQL720,96,97,89
MQL720,81,83,72
MQL720,94,91,84
MQL720,88,90,79
MQL720,97,97,89
MQL720,93,93,85
MQL720,80,80,70
MQL720,68,69,61
MQL720,89,91,80
MQL720,70,72,61
MQL720,72,73,65
MQL720,85,86,78
MQL720,100,102,91
MQL720,89,90,82
MQL720,83,84,76
MQL720,94,94,86
MQL720,86,86,78
MQL720,107,104,95
MQL720,85,85,77
MQL720,91,91,81
MQL720,77,79,68
MQL720,93,93,83
MQL720,82,84,73
MQL720,84,86,75
MQL720,88,88,78
MQL720,87,86,81
MQL720,78,78,68
MQL720,101,101,93
MQL720,83,84,78
MQL720,86,86,76
MQL720,82,79,70
MQL720,97,98,90
MQL720,82,82,74
MQL720,89,90,82
MQL720,96,97,89
MQL720,86,86,76
MQL720,86,87,81
MQL720,89,90,82
MQL720,91,91,81
MQL720,164,164,152
MQL720,77,79,68
MQL720,91,91,83
MQL720,87,87,77
MQL720,93,93,85
MQL720,82,82,74
MQL720,86,86,76
MQL720,86,87,81
MQL720,92,94,83
MQL720,104,106,95
MQL720,84,84,74
MQL720,81,83,72
MQL720,76,77,69
MQL720,100,100,92
MQL720,88,88,80
MQL720,90,91,83
MQL720,181,181,169
MQL720,86,86,78
MQL720,91,91,81
MQL720,90,90,82
MQL720,97,94,85
MQL720,92,89,84
MQL720,67,68,62
MQL720,93,93,85
MQL720,97,97,89
MQL720,82,82,72
MQL720,101,101,93
MQL720,86,86,78
MQL720,91,91,81
MQL720,92,92,84
MQL720,95,95,85
MQL720,82,83,75
MQL720,92,92,84
MQL720,39,39,29
MQL720,105,106,100
MQL720,88,85,76
MQL720,92,88,79
MQL720,83,83,75
MQL720,78,78,70
MQL720,88,89,81
MQL720,95,91,82
MQL720,92,92,84
MQL720,90,92,81
MQL720,78,78,68
MQL720,79,80,72
MQL720,93,94,86
MQL720,82,78,69
MQL720,93,94,86
MQL720,89,88,83
MQL720,89,91,78
MQL720,107,108,100
MQL720,79,80,72
MQL720,88,88,78
MQL720,87,87,79
MQL720,87,86,81
MQL720,92,93,85
MQL720,99,99,91
MQL720,109,109,101
MQL720,76,76,66
MQL720,96,96,88
MQL720,92,92,82
MQL720,76,77,69
MQL720,86,86,78
MQL720,144,145,137
MQL720,90,91,83
MQL720,167,167,155
MQL720,88,90,79
MQL720,107,108,100
MQL720,94,93,88
MQL720,102,102,94
MQL720,92,94,83
MQL720,89,89,79
MQL720,168,165,156
MQL720,88,85,78
MQL720,77,74,65
MQL720,84,85,77
MQL720,174,172,160
MQL720,88,88,78
MQL720,90,92,81
MQL720,88,89,81
MQL720,94,94,86
MQL720,84,84,74
MQL720,80,80,70
MQL720,98,99,91
MQL720,97,97,89
MQL720,88,88,80
MQL720,93,93,85
MQL720,77,79,68
MQL720,85,85,77
MQL720,84,84,76
MQL720,87,89,78
MQL720,86,86,76
MQL720,96,97,89
MQL720,78,77,72
MQL720,89,89,79
MQL720,92,93,85
MQL720,93,93,85
MQL720,173,173,161
MQL720,104,105,97
MQL720,84,84,74
MQL720,91,92,84
MQL720,87,89,78
MQL720,89,89,81
MQL720,87,89,78
MQL720,107,104,97
MQL720,86,86,78
MQL720,90,90,82
MQL720,85,85,77
MQL720,95,95,87
MQL720,91,91,83
MQL720,87,87,77
MQL720,85,85,73
MQL720,81,81,73
MQL720,87,89,78
MQL720,87,88,80
MQL720,92,92,82
MQL720,86,86,78
MQL720,92,92,84
MQL720,92,92,84
MQL720,95,95,85
MQL720,87,87,79
MQL720,92,93,85
MQL720,90,90,82
MQL720,83,82,77
MQL720,89,89,81
MQL720,103,103,95
MQL720,102,97,91
MQL720,76,78,67
MQL720,100,101,93
MQL720,87,88,80
MQL720,108,105,96
MQL720,87,87,79
MQL720,81,81,71
MQL720,84,84,76
MQL720,88,89,81
MQL720,84,81,74
MQL720,80,81,73
MQL720,106,107,101
MQL720,89,85,76
MQL720,84,84,74
MQL720,84,83,78
MQL720,88,88,78
MQL720,73,73,65
MQL720,85,85,77
MQL720,99,99,91
MQL720,97,97,87
MQL720,84,85,77
MQL720,81,83,72
MQL720,87,87,79
MQL720,81,81,73
MQL720,97,97,89
MQL720,103,104,96
MQL720,91,93,82
MQL720,81,81,73
MQL720,93,94,88
MQL720,95,96,88
MQL720,96,96,88
MQL720,89,90,82
MQL720,167,167,155
MQL720,83,83,75
MQL720,95,96,88
MQL720,84,85,77
MQL720,84,85,79
MQL720,91,90,85
MQL720,92,92,82
MQL720,73,73,63
MQL720,91,93,82
MQL720,52,49,40
MQL720,86,87,79
MQL720,90,92,81
MQL720,110,110,102
MQL720,86,86,76
MQL720,94,97,86
MQL720,91,91,83
MQL720,99,99,91
MQL720,83,86,77
MQL720,79,78,73
MQL720,90,92,81
MQL720,91,92,84
MQL720,85,85,75
MQL720,85,85,75
MQL720,93,94,86
MQL720,91,93,82
MQL720,95,95,85
MQL720,94,94,84
MQL720,118,118,110
MQL720,86,86,78
MQL720,73,73,65
MQL720,95,96,88
MQL720,86,86,78
MQL720,99,99,91
MQL720,84,84,74
MQL720,89,90,82
MQL720,101,101,91
MQL720,85,86,78
MQL720,139,139,131
MQL720,90,90,82
MQL720,79,80,74
MQL720,81,81,73
MQL720,82,82,74
MQL720,88,88,80
MQL720,81,78,71
MQL720,85,85,77
MQL720,75,75,65
MQL720,88,88,78
MQL720,96,97,89
MQL720,108,108,98
MQL720,98,98,88
MQL720,80,80,70
MQL720,85,86,78
MQL720,78,80,69
MQL720,90,92,81
MQL720,95,95,87
MQL720,97,97,87
MQL720,85,87,76
MQL720,85,85,77
MQL720,81,81,71
MQL720,96,96,88
MQL720,76,77,69
MQL720,91,92,84
MQL720,93,95,84
MQL720,64,65,57
MQL720,88,88,80
MQL720,88,88,80
MQL720,167,169,156
MQL720,85,85,77
MQL720,84,84,74
MQL720,89,89,81
MQL720,89,86,79
MQL720,87,87,79
MQL720,83,83,75
MQL720,91,92,84
MQL720,70,70,60
MQL720,96,95,90
MQL720,70,70,60
MQL720,78,78,70
MQL720,90,91,83
MQL720,89,91,80
MQL720,75,75,65
MQL720,88,89,81
MQL720,87,87,77
MQL720,79,76,69
MQL720,75,75,67
MQL720,88,88,80
MQL720,86,87,79
MQL720,90,90,80
MQL720,77,77,69
MQL720,82,83,75
MQL720,100,100,92
MQL720,86,86,78
MQL720,86,87,79
MQL720,84,84,74
MQL720,83,84,76
MQL720,83,84,76
MQL720,82,82,72
MQL720,84,85,77
MQL720,92,89,82
MQL720,103,103,95
MQL720,88,88,80
MQL720,92,89,80
MQL720,84,84,76
MQL720,85,85,77
MQL720,169,170,156
MQL720,91,91,83
MQL720,84,85,77
MQL720,101,101,93
MQL720,85,86,78
MQL720,97,98,90
MQL720,86,87,79
MQL720,159,157,145
MQL720,93,93,83
MQL720,91,91,83
MQL720,47,47,37
MQL720,87,87,77
MQL720,93,94,86
MQL720,80,77,70
MQL720,98,95,88
MQL720,92,93,85
MQL720,82,82,72
MQL720,86,87,79
MQL720,90,90,82
MQL720,89,90,82
MQL720,67,67,57
MQL720,109,110,102
MQL720,86,86,78
MQL720,73,73,65
MQL720,81,82,74
MQL720,91,91,83
MQL720,82,82,74
MQL720,97,97,87
MQL720,81,82,74
MQL720,91,91,83
MQL720,108,109,101
MQL720,89,86,77
MQL720,65,66,58
MQL720,95,95,87
MQL720,74,74,66
MQL720,100,100,92
MQL720,88,88,80
MQL720,131,133,122
MQL720,76,78,67
MQL720,80,81,73
MQL720,86,86,76
MQL720,172,172,162
MQL720,93,93,83
MQL720,85,87,76
MQL720,92,93,85
MQL720,89,90,82
MQL720,92,93,85
MQL720,98,98,90
MQL720,93,94,88
MQL720,93,90,85
MQL720,90,87,78
MQL720,91,91,81
MQL720,79,79,71
MQL720,87,87,79
MQL720,96,96,86
MQL720,111,112,106
MQL720,92,92,84
MQL720,88,90,79
MQL720,87,87,79
MQL720,50,51,43
MQL720,87,89,78
MQL720,78,78,70
MQL720,75,75,65
MQL720,67,67,57
MQL720,99,99,89
MQL720,165,163,150
MQL720,93,94,86
MQL720,75,77,66
MQL720,72,72,62
MQL720,102,102,94
MQL720,89,90,82
MQL720,94,95,87
MQL720,75,75,67
MQL720,65,67,56
MQL720,77,77,69
MQL720,68,69,61
MQL720,88,88,80
MQL720,88,88,80
MQL720,92,92,84
MQL720,83,85,74
MQL720,82,82,72
MQL720,88,88,78
MQL720,83,83,75
MQL720,85,85,75
MQL720,78,78,68
MQL720,97,97,87
MQL720,70,70,62
MQL720,61,63,52
MQL720,85,86,78
MQL720,82,82,74
MQL720,78,78,70
MQL720,95,95,85
MQL720,85,85,77
MQL720,167,167,159
MQL720,84,85,77
MQL720,94,95,87
MQL720,66,67,59
MQL720,85,85,75
MQL720,90,91,83
MQL720,92,94,83
MQL720,89,89,79
MQL720,104,104,94
MQL720,95,95,87
MQL720,71,73,62
MQL720,95,96,88
MQL720,76,76,68
MQL720,160,161,147
MQL720,63,63,53
MQL720,169,165,154
MQL720,92,92,84
MQL720,95,96,88
MQL720,89,89,81
MQL720,88,90,79
MQL720,86,86,78
MQL720,76,76,66
MQL720,77,77,67
MQL720,88,89,81
MQL720,69,71,60
MQL720,83,83,75
MQL720,87,87,77
MQL720,96,98,87
MQL720,93,94,86
MQL720,87,87,77
MQL720,89,89,79
MQL720,95,92,85
MQL720,85,87,76
MQL720,85,85,75
MQL720,92,89,80
MQL720,88,89,81
MQL720,87,87,79
MQL720,74,74,64
MQL720,74,71,64
MQL720,161,159,146
MQL720,82,85,78
MQL720,84,84,76
MQL722,124,117,101
MQL722,35,28,18
MQL722,82,78,66
MQL722,100,96,85
MQL722,103,97,85
MQL722,99,91,78
MQL722,102,96,82
MQL722,108,104,92
MQL722,112,106,92
MQL722,72,63,48
MQL722,103,97,85
MQL722,90,82,71
MQL722,119,113,99
MQL722,124,118,106
MQL722,109,99,87
MQL722,124,116,105
MQL722,116,108,95
MQL722,103,97,85
MQL722,106,98,85
MQL722,95,91,82
MQL722,99,95,83
MQL722,145,142,127
MQL722,93,80,63
MQL722,104,102,90
MQL722,109,105,93
MQL722,97,90,74
MQL722,112,106,92
MQL722,108,102,90
MQL722,108,102,90
MQL722,114,110,98
MQL722,101,94,78
MQL722,100,93,83
MQL722,83,76,60
MQL722,105,99,85
MQL722,93,85,74
MQL722,106,98,85
MQL722,88,84,72
MQL722,114,110,98
MQL722,94,88,74
MQL722,102,95,85
MQL722,99,97,85
MQL722,119,117,104
MQL722,119,106,97
MQL722,122,116,104
MQL722,117,111,97
MQL722,129,126,117
MQL722,97,89,76
MQL722,107,99,86
MQL722,105,99,87
MQL722,137,131,117
MQL722,87,79,66
MQL722,120,114,102
MQL722,95,86,71
MQL722,82,74,61
MQL722,111,107,95
MQL722,120,116,104
MQL722,119,113,101
MQL722,97,89,76
MQL722,101,95,83
MQL722,91,85,73
MQL722,104,99,80
MQL722,99,93,81
MQL722,86,80,68
MQL722,89,82,72
MQL722,118,116,103
MQL722,114,108,94
MQL722,106,106,94
MQL722,90,84,70
MQL722,101,93,80
MQL722,112,106,94
MQL722,109,106,97
MQL722,104,98,86
MQL722,101,94,84
MQL722,110,104,90
MQL722,105,99,87
MQL722,128,122,110
MQL722,130,124,112
MQL722,108,106,93
MQL722,108,102,90
MQL722,90,80,68
MQL722,97,93,82
MQL722,112,106,94
MQL722,147,141,129
MQL722,75,71,60
MQL722,123,121,109
MQL722,100,98,86
MQL722,127,121,107
MQL722,86,82,71
MQL722,82,78,66
MQL722,93,79,68
MQL722,134,130,118
MQL722,142,138,126
MQL722,101,97,85
MQL722,109,105,93
MQL722,81,78,63
MQL722,97,93,81
MQL722,105,101,89
MQL722,83,75,62
MQL722,107,101,87
MQL722,111,105,93
MQL722,59,45,32
MQL722,108,102,90
MQL722,108,100,87
MQL722,98,96,83
MQL722,114,108,96
MQL722,110,103,93
MQL722,115,113,98
MQL722,116,112,100
MQL722,105,97,86
MQL722,110,104,90
MQL722,125,118,102
MQL722,113,109,97
MQL722,69,62,52
MQL722,77,70,54
MQL722,108,102,90
MQL722,99,90,73
MQL722,116,110,98
MQL722,113,111,99
MQL722,105,101,90
MQL722,85,77,66
MQL722,110,102,89
MQL722,115,109,97
MQL722,83,75,64
MQL722,101,98,91
MQL722,105,99,83
MQL722,107,101,87
MQL722,88,82,68
MQL722,104,98,86
MQL722,108,104,93
MQL722,93,89,78
MQL722,103,99,87
MQL722,56,47,32
MQL722,100,90,80
MQL722,121,117,105
MQL722,103,97,83
MQL722,104,96,83
MQL722,129,127,114
MQL722,128,124,112
MQL722,88,82,68
MQL722,97,90,74
MQL722,128,122,110
MQL722,90,82,71
MQL722,72,64,53
MQL722,90,86,74
MQL722,117,115,102
MQL722,114,106,95
MQL722,80,73,57
MQL722,92,86,72
MQL722,87,83,71
MQL722,89,83,69
MQL722,119,115,103
MQL722,113,104,89
MQL722,71,63,50
MQL722,135,129,117
MQL722,113,107,95
MQL722,99,92,82
MQL722,131,124,108
MQL722,105,101,89
MQL722,116,109,99
MQL722,99,95,83
MQL722,92,80,66
MQL722,124,120,109
MQL722,120,114,100
MQL722,102,94,81
MQL722,74,66,53
MQL722,98,92,78
MQL722,73,63,51
MQL722,96,88,75
MQL722,123,117,105
MQL722,114,108,94
MQL722,103,99,88
MQL722,119,110,101
MQL722,122,116,102
MQL722,108,104,93
MQL722,118,112,98
MQL722,99,91,80
MQL722,119,113,99
MQL722,109,106,91
MQL722,103,99,87
MQL722,86,78,67
MQL722,106,98,85
MQL722,96,90,78
MQL722,85,77,64
MQL722,102,96,82
MQL722,104,98,84
MQL722,100,96,85
MQL722,123,119,108
MQL722,102,100,88
MQL722,79,73,57
MQL722,123,117,105
MQL722,78,72,60
MQL722,88,86,73
MQL722,69,60,45
MQL722,88,80,69
MQL722,80,72,59
MQL722,78,70,57
MQL722,77,73,61
MQL722,91,82,65
MQL722,115,111,99
MQL722,118,112,100
MQL722,100,96,85
MQL722,135,131,120
MQL722,115,106,97
MQL722,73,65,52
MQL722,114,105,96
MQL722,119,113,101
MQL722,120,112,99
MQL722,114,106,93
MQL722,106,98,87
MQL722,102,100,88
MQL722,81,77,68
MQL722,110,102,89
MQL722,98,94,82
MQL722,117,110,94
MQL722,137,134,125
MQL722,110,104,92
MQL722,85,83,70
MQL722,60,54,40
MQL722,79,69,59
MQL722,124,120,109
MQL722,71,59,45
MQL722,122,114,101
MQL722,95,91,79
MQL722,102,96,84
MQL722,97,93,82
MQL722,102,99,90
MQL722,98,96,84
MQL722,126,122,111
MQL722,107,103,92
MQL722,97,90,74
MQL722,101,94,84
MQL722,110,104,90
MQL722,111,102,87
MQL722,125,122,107
MQL722,98,92,80
MQL722,93,89,78
MQL722,73,70,61
MQL722,102,96,82
MQL722,100,96,85
MQL722,109,105,93
MQL722,124,118,104
MQL722,98,92,78
MQL722,110,102,89
MQL722,89,82,66
MQL722,112,106,94
MQL722,107,101,87
MQL722,104,100,88
MQL722,97,93,82
MQL722,117,115,102
MQL722,114,107,97
MQL722,105,99,85
MQL722,107,101,89
MQL722,106,100,86
MQL722,105,101,89
MQL722,73,69,58
MQL722,88,81,63
MQL722,114,110,98
MQL722,107,103,91
MQL722,104,100,88
MQL722,96,83,67
MQL722,98,90,77
MQL722,94,86,75
MQL722,131,125,113
MQL722,119,113,99
MQL722,95,89,77
MQL722,117,113,102
MQL722,107,103,92
MQL722,100,97,88
MQL722,91,87,76
MQL722,111,105,91
MQL722,110,103,87
MQL722,136,129,119
MQL722,85,83,71
MQL722,105,99,85
MQL722,130,126,115
MQL722,42,36,24
MQL722,116,110,98
MQL722,106,100,86
MQL722,93,87,75
MQL722,102,98,86
MQL722,101,95,81
MQL722,127,121,109
MQL722,109,103,91
MQL722,98,92,78
MQL722,99,93,79
MQL722,148,144,133
MQL722,92,86,74
MQL722,86,79,63
MQL722,89,83,71
MQL722,111,105,93
MQL722,120,116,104
MQL722,127,121,107
MQL722,101,95,83
MQL722,120,114,100
MQL722,87,81,67
MQL722,107,101,89
MQL722,88,82,70
MQL722,126,122,111
MQL722,114,108,96
MQL722,130,124,112
MQL722,98,90,77
MQL722,107,105,92
MQL722,109,105,93
MQL722,94,90,79
MQL722,102,99,84
MQL722,94,84,74
MQL722,123,119,108
MQL722,106,102,93
MQL722,74,68,56
MQL722,123,119,107
MQL722,120,116,105
MQL722,116,110,98
MQL722,127,123,112
MQL722,75,66,51
MQL722,90,82,69
MQL722,94,86,73
MQL722,111,107,96
MQL722,75,71,59
MQL722,102,98,86
MQL722,101,95,81
MQL722,99,95,83
MQL722,110,104,92
MQL722,79,73,59
MQL722,102,98,86
MQL722,105,97,84
MQL722,92,86,74
MQL722,142,140,127
MQL722,114,110,98
MQL722,113,109,98
MQL722,126,118,105
MQL722,117,113,101
MQL722,108,102,90
MQL722,108,101,91
MQL722,82,73,58
MQL722,98,92,78
MQL722,95,89,77
MQL722,132,124,113
MQL722,122,116,104
MQL722,110,104,92
MQL722,97,89,76
MQL722,107,103,94
MQL722,80,74,62
MQL722,128,120,107
MQL722,117,113,102
MQL722,104,96,83
MQL722,115,111,100
MQL722,101,95,83
MQL722,106,100,88
MQL722,86,80,68
MQL722,93,89,80
MQL722,106,97,88
MQL722,137,133,121
MQL722,102,98,87
MQL722,121,115,101
MQL722,77,69,56
MQL722,111,105,93
MQL722,78,71,53
MQL722,117,109,98
MQL722,110,104,92
MQL722,115,108,92
MQL722,134,128,116
MQL722,89,85,73
MQL722,113,109,98
MQL722,80,76,64
MQL722,113,105,92
MQL722,92,86,72
MQL722,95,91,79
MQL722,109,107,95
MQL722,104,92,78
MQL722,103,97,83
MQL722,121,119,106
MQL722,124,118,106
MQL722,121,115,101
MQL722,91,87,76
MQL722,138,134,122
MQL722,103,101,86
MQL722,117,115,103
MQL722,105,101,89
MQL722,111,104,94
MQL722,79,75,63
MQL722,73,67,53
MQL722,110,102,89
MQL722,123,117,105
MQL722,79,73,59
MQL722,115,107,94
MQL722,101,98,89
MQL722,128,122,110
MQL722,111,105,93
MQL722,97,85,69
MQL722,64,57,41
MQL722,88,84,72
MQL722,123,119,107
MQL722,98,92,78
MQL722,81,75,63
MQL722,108,102,90
MQL722,89,81,70
MQL722,60,52,41
MQL722,91,84,68
MQL722,116,110,98
MQL722,121,113,102
MQL722,105,99,85
MQL722,108,100,89
MQL722,107,101,89
MQL722,109,105,93
MQL722,104,98,86
MQL722,100,94,78
MQL722,111,103,90
MQL722,112,110,97
MQL722,117,109,98
MQL722,132,128,117
MQL722,108,104,92
MQL722,108,105,90
MQL722,117,109,96
MQL722,96,90,78
MQL722,112,106,92
MQL722,130,126,114
MQL722,120,116,104
MQL722,123,119,108
MQL722,106,102,91
MQL722,120,118,106
MQL722,150,146,135
MQL722,113,107,95
MQL722,113,107,95
MQL722,95,88,80
MQL722,97,91,79
MQL722,118,114,103
MQL722,112,106,92
MQL722,119,113,101
MQL722,101,95,81
MQL722,100,90,78
MQL722,85,78,62
MQL722,102,96,84
MQL722,125,119,107
MQL722,117,110,94
MQL722,103,99,88
MQL722,110,100,88
MQL722,102,98,87
MQL722,107,99,88
MQL722,104,100,89
MQL722,119,115,104
MQL722,103,95,82
MQL722,121,117,106
MQL722,129,127,115
MQL722,135,129,117
MQL722,118,112,98
MQL722,106,102,91
MQL722,81,78,69
MQL722,109,103,89
MQL722,119,115,104
MQL722,75,67,56
MQL722,112,108,97
MQL722,73,66,50
MQL722,106,98,85
MQL722,123,117,105
MQL722,79,72,56
MQL722,104,100,89
MQL722,77,71,59
MQL722,71,59,45
MQL722,127,123,111
MQL722,89,85,73
MQL722,108,104,95
MQL722,116,112,100
MQL722,125,117,106
MQL722,123,121,108
MQL722,73,67,53
MQL722,94,85,70
MQL722,124,117,101
MQL722,107,103,91
MQL722,113,107,95
MQL722,94,90,78
MQL722,77,68,53
MQL722,100,94,82
MQL722,74,68,54
MQL722,96,93,84
MQL722,114,108,94
MQL722,116,112,101
MQL722,103,101,88
MQL722,88,82,70
MQL722,118,110,97
MQL722,96,86,74
MQL722,90,86,74
MQL722,95,89,77
MQL722,84,84,74
MQL722,116,107,92
MQL722,105,103,91
MQL722,104,97,87
MQL722,125,119,105
MQL722,76,68,55
MQL722,117,117,105
MQL722,121,115,103
MQL722,81,71,59
MQL722,94,88,76
MQL722,106,98,87
MQL722,91,85,73
MQL722,94,90,79
MQL722,78,74,63
MQL722,100,92,79
MQL722,120,114,102
MQL722,103,100,91
MQL722,109,105,94
MQL722,97,91,75
MQL722,104,102,89
MQL722,104,100,88
MQL722,137,131,119
MQL722,136,132,120
MQL722,129,125,114
MQL722,103,96,80
MQL722,92,84,71
MQL722,88,84,73
MQL722,118,112,100
MQL722,103,99,88
MQL722,106,100,88
MQL722,106,103,88
MQL722,101,95,83
MQL722,92,84,71
MQL722,101,97,85
MQL722,113,111,96
MQL722,127,121,109
MQL722,150,146,134
MQL722,88,80,67
MQL722,103,99,88
MQL722,79,73,59
MQL722,68,56,42
MQL722,114,104,94
MQL722,97,91,79
MQL722,118,114,103
MQL722,117,111,97
MQL722,123,119,108
MQL722,111,107,95
MQL722,123,115,102
MQL722,101,93,80
MQL722,94,91,82
MQL722,87,81,69
MQL722,108,100,89
MQL722,102,100,88
MQL722,120,112,101
MQL722,97,91,79
MQL722,110,103,87
MQL722,125,119,107
MQL722,110,104,92
MQL722,112,106,94
MQL722,92,88,76
MQL722,104,100,88
MQL722,99,91,78
MQL722,113,105,92
MQL722,108,104,92
MQL722,133,127,115
MQL722,122,116,104
MQL722,109,105,94
MQL722,110,106,95
MQL722,135,131,122
MQL722,115,111,99
MQL722,116,110,98
MQL722,104,97,81
MQL722,61,53,40
MQL722,111,104,88
MQL722,95,95,83
MQL722,113,109,98
MQL722,90,83,67
MQL722,85,77,66
MQL722,121,113,100
MQL722,130,126,115
MQL722,96,90,76
MQL722,81,71,61
MQL722,101,93,82
MQL722,121,115,99
MQL722,127,120,102
MQL722,75,67,54
MQL722,114,110,98
MQL722,100,96,84
MQL722,82,76,62
MQL722,76,70,58
MQL722,111,103,90
MQL722,110,103,87
MQL722,111,105,91
MQL722,131,123,112
MQL722,102,98,86
MQL722,103,99,87
MQL722,114,108,96
MQL722,82,76,64
MQL722,100,98,85
MQL722,120,116,104
MQL722,73,69,57
MQL722,106,96,87
MQL722,96,92,80
MQL722,99,93,81
MQL722,147,143,132
MQL722,127,123,111
MQL722,90,82,69
MQL722,115,105,93
MQL722,102,98,87
MQL722,86,80,68
MQL722,96,88,75
MQL722,99,95,83
MQL722,114,112,97
MQL722,93,83,71
MQL722,73,67,55
MQL722,119,112,96
MQL722,110,106,95
MQL722,81,72,57
MQL722,97,91,75
MQL722,96,90,78
MQL722,76,70,56
MQL722,108,95,79
MQL722,107,99,86
MQL722,106,102,93
MQL722,119,117,105
MQL722,108,102,88
MQL722,107,101,89
MQL722,98,90,77
MQL722,94,88,74
MQL722,118,114,102
MQL722,88,80,67
MQL722,124,120,109
MQL722,100,92,79
MQL722,86,78,65
MQL722,90,82,69
MQL722,119,113,99
MQL722,78,72,60
MQL722,115,113,100
MQL722,114,106,95
MQL722,93,85,74
MQL722,88,82,70
MQL722,99,93,81
MQL722,101,97,85
MQL722,115,109,97
MQL722,95,87,76
MQL722,84,76,63
MQL722,75,71,59
MQL722,110,104,90
MQL722,116,110,98
MQL722,88,82,70
MQL722,116,114,102
MQL722,116,107,98
MQL722,100,96,84
MQL722,97,93,82
MQL722,115,109,97
MQL722,108,102,90
MQL722,91,87,75
MQL722,114,108,94
MQL722,100,92,81
MQL722,99,91,78
MQL722,118,114,102
MQL722,112,110,98
MQL722,114,110,101
MQL722,105,99,85
MQL722,114,107,97
MQL722,80,76,64
MQL722,133,127,115
MQL722,101,94,78
MQL722,108,102,90
MQL722,99,93,79
MQL722,78,70,57
MQL722,108,108,96
MQL722,106,97,88
MQL722,108,102,88
MQL722,116,112,100
MQL722,85,79,67
MQL722,85,79,67
MQL722,113,111,99
MQL722,100,96,84
MQL722,127,123,111
MQL722,146,142,131
MQL722,121,109,97
MQL722,80,72,59
MQL722,134,126,113
MQL722,82,75,59
MQL722,111,107,95
MQL722,114,108,96
MQL722,110,102,89
MQL722,110,106,94
MQL722,107,103,91
MQL722,113,105,92
MQL722,92,82,70
MQL722,108,104,92
MQL722,128,120,109
MQL722,96,86,76
MQL722,95,93,81
MQL722,110,104,90
MQL722,89,81,68
MQL722,66,61,57
MQL722,124,120,108
MQL722,136,132,120
MQL722,125,121,109
MQL722,107,103,91
MQL722,110,108,96
MQL722,75,71,59
MQL722,91,83,70
MQL722,84,80,69
MQL722,102,98,86
MQL722,126,116,104
MQL722,112,104,93
MQL722,62,48,35
MQL722,90,80,68
MQL722,103,97,83
MQL722,90,78,62
MQL722,97,93,81
MQL722,80,72,59
MQL722,115,107,94
MQL722,105,97,84
MQL722,115,112,97
MQL722,135,133,121
MQL722,62,58,47
MQL722,93,87,73
MQL722,136,130,116
MQL722,122,118,107
MQL722,50,48,35
